T (K),a,da/dT
308.15,0,0.00E+00
325.98,0,0.00E+00
330.98,0,0.00E+00
335.82,0,0.00E+00
340.65,0,0.00E+00
345.48,0,0.00E+00
350.48,0,0.00E+00
355.32,0,0.00E+00
360.15,0,0.00E+00
365.15,0,0.00E+00
381.48,0.000271554,3.74E-05
394.32,0.001720644,1.09E-04
404.15,0.003442489,1.69E-04
408.98,0.005163133,1.98E-04
423.65,0.00860442,2.93E-04
428.48,0.010325064,3.53E-04
438.32,0.013767553,5.78E-04
443.15,0.01720884,7.15E-04
447.98,0.020651329,7.07E-04
452.98,0.024092616,0.000704167
457.82,0.027533904,0.000705306
462.65,0.032697037,0.000705469
467.48,0.036138324,0.000704274
472.48,0.039580813,0.000698609
477.32,0.0430221,0.000769639
482.15,0.048185233,0.000866763
486.98,0.053347164,0.000961354
491.98,0.058510297,0.001046699
496.82,0.063673429,0.001058059
501.65,0.06883536,0.001058229
506.65,0.073998493,0.001053375
511.48,0.079160424,0.001060009
516.32,0.084323557,0.001072389
521.15,0.08948669,0.000942652
526.15,0.092927977,0.000857012
530.98,0.096369264,0.000787101
535.82,0.099811753,0.000712099
540.65,0.103253041,0.000712119
545.65,0.104973684,0.000712114
550.48,0.108416173,0.000710357
555.32,0.111857461,0.000703493
560.32,0.11529995,0.000691915
565.15,0.120461881,0.001201582
569.98,0.13250879,0.001557206
574.82,0.146275141,0.001898759
579.82,0.15832205,0.002420463
584.65,0.170367757,0.00245887
589.48,0.182413465,0.002472892
594.32,0.196181018,0.002469501
599.32,0.208226725,0.002465563
604.15,0.220273634,0.002506142
608.98,0.232319342,0.002621765
613.98,0.246086894,0.002740538
618.82,0.259854447,0.002843125
623.65,0.275341442,0.002927524
628.48,0.289108995,0.003014546
633.48,0.304597191,0.003015085
638.32,0.318363542,0.002935832
643.15,0.333851739,0.002923326
648.15,0.347619291,0.002922303
652.98,0.363107488,0.002857311
657.82,0.376873839,0.002705186
662.65,0.392362035,0.002583113
667.65,0.400966455,0.002491909
672.48,0.413012163,0.002330066
677.32,0.421616583,0.002162417
682.15,0.428500359,0.001951494
687.15,0.437104779,0.001764061
691.98,0.445709199,0.001716612
696.82,0.452592976,0.001656193
701.82,0.461197396,0.001597084
706.65,0.469801816,0.001527085
711.48,0.476685592,0.001427139
716.32,0.481848725,0.001298084
721.32,0.487010656,0.001191225
726.15,0.492173789,0.001065068
730.98,0.49733572,0.001068128
735.82,0.502498852,0.001058224
740.82,0.507661985,0.001053462
745.65,0.512823916,0.001060038
750.48,0.517987049,0.001065492
755.48,0.521428336,0.001068173
760.32,0.526591469,0.001068136
765.15,0.5317534,0.00105472
769.98,0.535195889,0.000983518
774.98,0.54035782,0.000864605
779.82,0.543800309,0.000876409
784.65,0.54896224,0.000824013
789.48,0.550684085,0.000715784
794.48,0.55756666,0.000718514
799.32,0.561009149,0.000713088
804.15,0.564450436,0.000706733
809.15,0.567892925,0.000702089
813.98,0.571334213,0.00070522
818.82,0.5747755,0.000712061
823.65,0.578217989,0.000705443
828.65,0.581659276,0.000702129
833.48,0.585101765,0.000705256
838.32,0.588543053,0.000712061
843.15,0.59198434,0.000705403
848.15,0.595426829,0.00070209
852.98,0.598868117,0.00070662
857.82,0.602310606,0.000710302
862.82,0.604031249,0.000712115
867.65,0.607472537,0.000712115
872.48,0.610915026,0.000710569
877.32,0.614356313,0.00070351
882.32,0.6177976,0.000702215
887.15,0.619519446,0.000704852
891.98,0.622960733,0.000706939
901.82,0.628123866,0.000707034
906.65,0.631565153,0.000698314
911.48,0.633285797,0.000678539
916.48,0.636728286,0.000645562
926.15,0.641890217,0.000564757
935.98,0.64705335,0.000460851
940.82,0.648773993,0.000423931
945.65,0.652215281,0.00038842
950.65,0.653937126,0.000370076
955.48,0.657378413,0.000350963
960.32,0.659099057,0.000353112
970.15,0.66426219,0.000355449
974.98,0.665982833,0.000356446
979.82,0.667703477,0.00036022
994.48,0.674587253,0.000360676
999.32,0.676307897,0.00036161
1052.98,0.695237381,0.000349471
1057.98,0.696959226,0.000350928
1062.82,0.69867987,0.000352641
1067.65,0.700400514,0.000355994
1072.48,0.702121157,0.000351721
1077.48,0.703841801,0.000346635
1101.82,0.710725577,0.000321569
1106.65,0.712446221,0.000326619
1111.65,0.714168066,0.000331108
1131.15,0.719329997,0.000283879
1135.98,0.721051843,0.000316719
1140.82,0.722772486,0.000340728
1145.82,0.72449313,0.000354707
1165.32,0.729656263,0.000283
1170.15,0.731376906,0.00031805
1174.98,0.73309755,0.000345903
1179.82,0.734818194,0.000364779
1199.48,0.739981326,0.000281543
1204.32,0.74170197,0.000319867
1209.15,0.743422614,0.00035599
1213.98,0.745143258,0.000352726
1218.98,0.746865103,0.000352095
1223.82,0.748585747,0.000351946
