T (K),a,da/dT
295.5,0,0
300.3,0,0
305.0,0,0
309.8,0,0
314.5,0,0
319.3,0,0
324.2,0,0
352.7,0.001715694,4.67E-05
357.3,0.001715694,2.22E-05
362.2,0.001715694,0
367.0,0.001715694,0
371.7,0.001715694,0
376.5,0.001715694,0
381.2,0.001715694,0
386.0,0.001715694,0
390.7,0.001715694,0
395.5,0.001715694,0
400.3,0.001715694,0
405.0,0.001715694,0
409.8,0.001715694,0
414.5,0.001715694,0
443.2,0.003430289,4.64E-05
447.8,0.003430289,2.21E-05
452.7,0.003430289,0
457.3,0.003430289,0
462.2,0.003430289,0
466.8,0.003430289,0
471.7,0.003430289,0
476.5,0.003430289,0
481.2,0.003430289,0
486.0,0.003430289,0
490.7,0.003430289,0
495.5,0.003430289,0
500.2,0.003430289,0
505.0,0.003430289,0
509.7,0.003430289,0
519.3,0.003430289,8.75E-05
524.0,0.005144885,0.000133436
528.8,0.005144885,0.000224207
533.5,0.006860579,0.000265996
538.3,0.008575174,0.000361982
543.0,0.010290868,0.00036019
547.8,0.012005464,0.000358398
552.7,0.013720059,0.000358491
557.3,0.015435753,0.000461729
562.2,0.018864944,0.000792863
566.8,0.025725523,0.001131883
571.7,0.032585004,0.001438105
576.3,0.039445582,0.001440942
581.2,0.046305063,0.00144763
585.8,0.053165642,0.001359266
590.7,0.058310527,0.001340181
595.5,0.065170007,0.001348804
600.2,0.072030586,0.001441219
605.0,0.078890066,0.001447773
609.7,0.085750645,0.001372773
614.5,0.09089553,0.001380033
619.2,0.097755011,0.001369096
624.0,0.104615589,0.001433112
628.8,0.11147507,0.001303348
633.5,0.116619955,0.001135758
638.3,0.123480534,0.000907963
643.0,0.126910823,0.000684059
647.8,0.128625419,0.000500291
652.5,0.130340014,0.000360421
657.3,0.132055708,0.000362095
662.0,0.133770303,0.000360158
666.8,0.135484899,0.000358395
671.7,0.137200593,0.000358156
676.3,0.138915188,0.000600216
681.2,0.144060073,0.000995222
685.8,0.150920652,0.001440235
690.7,0.159495827,0.001589315
695.3,0.166355307,0.001654782
700.2,0.174930481,0.001693404
705.0,0.183505656,0.001688543
709.7,0.190365136,0.001621641
714.5,0.19894031,0.002066403
719.2,0.210945774,0.002464507
724.0,0.233241008,0.003175399
728.7,0.255535143,0.003338288
733.5,0.277830377,0.003784626
738.2,0.301840206,0.004176215
743.0,0.32413544,0.004609048
747.8,0.341285788,0.004623686
752.5,0.370440502,0.004640866
757.3,0.392735736,0.004647899
762.0,0.41503097,0.004620981
766.8,0.437325105,0.004496277
771.5,0.456191148,0.004175775
776.3,0.475056092,0.003867218
781.2,0.492205342,0.003904381
785.8,0.511070286,0.00391993
790.7,0.529935231,0.003878052
795.3,0.547085579,0.003815444
800.2,0.565950523,0.003885625
804.8,0.584815468,0.003753284
809.7,0.601965816,0.003590632
814.3,0.620830761,0.002713573
819.2,0.627690241,0.001997573
824.0,0.632836224,0.001118394
828.7,0.639695705,0.001185708
833.5,0.64484059,0.001274597
838.2,0.651701169,0.001250685
843.0,0.656846054,0.001338447
847.7,0.663705534,0.001356691
852.5,0.670566113,0.001344487
857.3,0.675710998,0.001289934
862.0,0.682570478,0.00119829
866.8,0.687715363,0.001171019
871.5,0.692860248,0.001081685
876.3,0.698006231,0.001160672
881.0,0.704865712,0.001153125
885.8,0.710010597,0.001157999
890.5,0.715155482,0.001081342
895.3,0.720300367,0.001166245
900.2,0.727160945,0.001190609
904.8,0.73230583,0.001175241
909.7,0.737450715,0.001086021
914.3,0.7425956,0.001081911
919.2,0.747740485,0.001227792
923.8,0.754601064,0.001329542
928.7,0.758030255,0.001359026
933.3,0.764890834,0.001323242
938.2,0.770035719,0.001222853
947.7,0.782041183,0.000961255
952.5,0.785470374,0.000884252
957.2,0.788900663,0.00081457
962.0,0.794045548,0.000981692
966.7,0.799190433,0.001080743
971.5,0.804335318,0.001075302
976.3,0.809481301,0.001075739
981.0,0.814626186,0.00108076
985.8,0.819771071,0.001085795
990.5,0.824915956,0.001005486
995.3,0.828346245,0.001005407
1000.0,0.83349113,0.001002725
1004.8,0.838636015,0.001085259
1009.5,0.8437809,0.000991474
1014.3,0.84721119,0.000952868
1019.2,0.852356075,0.000877363
1023.8,0.855786364,0.000923702
1028.7,0.860931249,0.000879241
1033.3,0.86436044,0.000939922
1038.2,0.869505325,0.000991178
1042.8,0.874651308,0.000976397
1047.7,0.878080499,0.000821097
1052.5,0.881510789,0.000798451
1057.2,0.886655674,0.000804391
1062.0,0.890085963,0.000802888
1066.7,0.893516252,0.000720757
1071.5,0.896945443,0.000724131
1076.2,0.900375733,0.000720759
1081.0,0.903806022,0.000804197
1085.7,0.908950907,0.000800722
1090.5,0.912381197,0.000795581
1095.3,0.915810388,0.000716962
1100.0,0.919240677,0.000720479
1104.8,0.922670967,0.000723954
1109.5,0.926101256,0.000639986
1114.3,0.927815851,0.000632784
1119.0,0.931246141,0.000635745
1123.8,0.934675332,0.00071664
1128.7,0.938105621,0.000717095
1133.3,0.941535911,0.000720734
1138.2,0.9449662,0.000627364
1142.8,0.946680796,0.000602263
1147.7,0.950111085,0.000630452
1152.3,0.953541375,0.000720857
1157.2,0.956970566,0.000625225
1161.8,0.958686259,0.000587257
1166.7,0.96211545,0.000530971
1171.5,0.963831144,0.000600631
1176.2,0.967261434,0.000631047
1181.0,0.970690625,0.000626439
1185.7,0.972406319,0.000582539
1190.5,0.97583551,0.000518363
1195.2,0.977551204,0.000562082
1200.0,0.980980395,0.000493752
1204.8,0.982696089,0.000451796
1209.5,0.984410684,0.000360424
1214.3,0.986126378,0.000362095
1219.0,0.987840974,0.000359882
1223.8,0.989555569,0.000357905
