T (K),a,da/dT
635.65,0.389267597,0.00472334
639.82,0.409835727,0.004578513
644.15,0.42868914,0.004280755
648.32,0.442400823,0.003965877
652.48,0.456113718,0.003668308
656.82,0.469825402,0.003345284
660.98,0.483537085,0.003013969
665.15,0.497248768,0.002677924
669.48,0.512675169,0.002386321
673.65,0.519530405,0.002143966
677.82,0.526386852,0.001794745
682.15,0.531528582,0.001637443
686.32,0.538385029,0.001572498
690.48,0.545240265,0.001516003
694.82,0.550381995,0.001369097
698.98,0.555524936,0.001228627
703.32,0.560666666,0.001142322
707.48,0.56409489,0.001086172
711.65,0.569236619,0.001013005
715.98,0.572663631,0.000980693
720.15,0.577806573,0.000912718
724.32,0.581233585,0.000860847
728.65,0.584661809,0.000823555
732.82,0.588090032,0.000810408
736.98,0.593231762,0.000809994
741.32,0.596659986,0.000813041
745.48,0.60008821,0.000810558
749.65,0.603516433,0.000811447
753.98,0.606943445,0.000813649
758.15,0.610371669,0.000811452
762.32,0.613799893,0.000811336
766.65,0.617228117,0.000805238
770.82,0.62065634,0.000789557
774.98,0.622369846,0.000791513
779.32,0.62579807,0.000792235
783.48,0.629226294,0.000807363
787.65,0.632653306,0.000816373
791.98,0.634368023,0.000819307
796.15,0.637795035,0.000807607
800.32,0.641223259,0.00078039
804.65,0.642937977,0.000741329
808.82,0.646364989,0.000705526
812.98,0.648079707,0.000721345
817.32,0.65150793,0.000731718
821.48,0.654934942,0.000716941
825.65,0.65664966,0.000665526
829.98,0.660077884,0.000560841
834.15,0.66179139,0.000497225
838.48,0.663504896,0.000467772
842.65,0.66693312,0.000481022
846.82,0.668647837,0.0005157
851.15,0.672074849,0.000497205
855.32,0.673789567,0.000473968
859.48,0.675503073,0.00045475
863.82,0.678931297,0.000435771
867.98,0.680644803,0.000444431
872.15,0.682359521,0.000444554
876.48,0.685787744,0.000435399
880.65,0.68750125,0.000443876
884.82,0.689214756,0.000443583
889.15,0.69264298,0.000434395
893.32,0.694357698,0.000435608
897.48,0.696071204,0.000417294
901.82,0.69778471,0.000408333
905.98,0.699499427,0.000409654
910.15,0.702926439,0.000408836
914.48,0.704641157,0.000410981
918.65,0.706354663,0.000406875
922.82,0.708069381,0.000405713
927.15,0.709782887,0.000406799
931.32,0.711496393,0.000416292
935.48,0.713211111,0.000434402
939.82,0.716639334,0.000433434
943.98,0.71835284,0.000434643
948.15,0.720066346,0.000416998
952.48,0.721781064,0.0004068
956.65,0.72349457,0.00040577
960.82,0.725209288,0.000399035
965.15,0.726922794,0.000386254
969.32,0.726922794,0.000386662
973.65,0.7286363,0.000386903
977.82,0.730351018,0.000399348
981.98,0.732064524,0.000405726
986.32,0.733779241,0.00040719
990.48,0.735492747,0.000394749
994.65,0.737206253,0.000368117
1003.15,0.738920971,0.000360611
1007.32,0.740634477,0.000355155
1011.65,0.742349195,0.000370705
1015.82,0.744062701,0.000361281
1024.32,0.745776207,0.00036144
1028.48,0.747490925,0.000355299
1032.65,0.749204431,0.000373984
1036.98,0.750919148,0.000391851
1041.15,0.750919148,0.000391809
1045.32,0.752632654,0.00039551
1049.65,0.75434616,0.000399573
1053.82,0.756060878,0.000401418
1062.32,0.759489102,0.000395467
1066.48,0.759489102,0.000392314
1070.65,0.761202608,0.000386804
1074.98,0.762916114,0.000387235
1079.15,0.762916114,0.000391078
1083.32,0.764630831,0.0003897
1087.65,0.766344337,0.000399772
1091.82,0.768057843,0.000396051
1095.98,0.768057843,0.000399103
1100.32,0.769772561,0.000387073
1104.48,0.771486067,0.000364804
1112.98,0.773200785,0.000358647
1117.15,0.774914291,0.000352691
1121.48,0.776627797,0.000373681
1125.65,0.778342515,0.000390205
1129.82,0.778342515,0.000391833
1134.15,0.780056021,0.000391572
1138.32,0.781770738,0.000400028
1142.48,0.783484244,0.000399981
1146.82,0.78519775,0.000391669
1150.98,0.78519775,0.000391733
1155.15,0.786912468,0.000390352
1159.48,0.788625974,0.000401386
1163.65,0.790340692,0.000405699
1167.82,0.792054198,0.000405648
1172.15,0.793767704,0.000400926
1176.32,0.795482422,0.000390243
1180.48,0.795482422,0.000391915
1184.82,0.797195928,0.000391663
1188.98,0.798910645,0.000400023
1193.15,0.800624151,0.000405678
1197.48,0.802337657,0.000406809
1201.65,0.804052375,0.000405724
1205.82,0.805765881,0.000405698
1210.15,0.807480599,0.000398962
1214.32,0.809194105,0.000388593
1218.48,0.809194105,0.000382506
1222.82,0.810907611,0.000374613
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
