T (K),a,da/dT
296.48,0,0
301.48,0,0
306.48,0,0
311.48,0,0
316.48,0,0
321.48,0,0
326.48,0,0
331.32,0,0
336.32,0,0
341.32,0,0
346.32,0,0
351.32,0,0
356.32,0,0
361.32,0,0
366.32,0,0
371.15,0,0
391.15,0,0
396.15,0,0
401.15,0,0
405.98,0,0
410.98,0,0
415.98,0,0
420.98,0,0
425.98,0,0
435.98,0.001713689,0.000171369
445.82,0.003427379,0.000174273
455.82,0.005141175,0.00017138
465.82,0.006854865,0.000171369
470.82,0.008568661,0.000342759
475.82,0.010282351,0.000342738
480.65,0.013709837,0.000709135
485.65,0.017137323,0.000685497
490.65,0.020564809,0.000685497
495.65,0.022278498,0.000342738
500.65,0.025705984,0.000685497
505.65,0.029133471,0.000685497
510.65,0.032560957,0.000685497
515.48,0.035988335,0.000709113
520.48,0.042843307,0.001370994
525.48,0.047984483,0.001028235
530.48,0.053125766,0.001028257
535.48,0.05998063,0.001370973
540.48,0.065121913,0.001028257
545.48,0.070263089,0.001028235
550.48,0.077117953,0.001370973
555.32,0.082259236,0.001063714
560.32,0.087400412,0.001028235
565.32,0.090827898,0.000685497
570.32,0.094255384,0.000685497
575.32,0.099396559,0.001028235
580.32,0.102824045,0.000685497
585.32,0.107965221,0.001028235
590.15,0.111392707,0.000709135
595.15,0.116533882,0.001028235
600.15,0.121675058,0.001028235
605.15,0.130243719,0.001713732
610.15,0.137098691,0.001370994
615.15,0.145667353,0.001713732
620.15,0.154236014,0.001713732
625.15,0.161090987,0.001370994
629.98,0.169659648,0.001772827
634.98,0.17822831,0.001713732
639.98,0.185083282,0.001370994
644.98,0.193651943,0.001713732
649.98,0.217644238,0.004798459
654.98,0.246777709,0.005826694
659.98,0.27591118,0.005826694
664.82,0.30675834,0.006382171
669.82,0.33589181,0.005826694
674.82,0.35474293,0.003770224
679.82,0.395872548,0.008225924
684.82,0.426719708,0.006169432
689.82,0.455853286,0.005826716
694.82,0.484986757,0.005826694
699.65,0.515833916,0.006382171
704.65,0.53125755,0.003084727
709.65,0.546681184,0.003084727
714.65,0.56210471,0.003084705
719.65,0.568959682,0.001370994
724.65,0.592951977,0.004798459
729.65,0.608375611,0.003084727
734.65,0.623799137,0.003084705
739.48,0.639222771,0.003191097
744.48,0.652932715,0.002741989
749.48,0.666642552,0.002741967
754.48,0.670070038,0.000685497
759.48,0.673497524,0.000685497
764.48,0.676924903,0.000685476
769.48,0.682066186,0.001028257
774.32,0.685493565,0.000709113
779.32,0.690634847,0.001028257
784.32,0.694062334,0.000685497
789.32,0.699203509,0.001028235
794.32,0.702630995,0.000685497
799.32,0.704344684,0.000342738
804.32,0.70777217,0.000685497
809.32,0.711199657,0.000685497
814.15,0.714627143,0.000709135
819.15,0.718054521,0.000685476
824.15,0.721482007,0.000685497
829.15,0.724909493,0.000685497
834.15,0.724909493,0
839.15,0.730050669,0.001028235
848.98,0.735191952,0.000522842
853.98,0.73861933,0.000685476
858.98,0.740333127,0.000342759
863.98,0.743760613,0.000685497
868.98,0.745474303,0.000342738
873.98,0.748901789,0.000685497
878.98,0.750615478,0.000342738
883.82,0.754042964,0.000709135
888.82,0.755756761,0.000342759
898.82,0.760897936,0.000514118
903.82,0.762611626,0.000342738
908.82,0.766039112,0.000685497
913.82,0.767752801,0.000342738
928.65,0.774607773,0.000462133
933.65,0.77632157,0.000342759
938.65,0.778035259,0.000342738
948.65,0.783176435,0.000514118
953.65,0.783176435,0
958.48,0.786603921,0.000709135
963.48,0.78831761,0.000342738
968.48,0.790031407,0.000342759
998.32,0.802027554,0.000402106
1003.32,0.803741244,0.000342738
1053.15,0.819164877,0.000309504
1058.15,0.820878567,0.000342738
1063.15,0.822592364,0.000342759
1082.98,0.827733539,0.000259219
1087.98,0.829447336,0.000342759
1092.98,0.831161025,0.000342738
1107.82,0.834588511,0.000231066
1112.82,0.8363022,0.000342738
1127.82,0.839729686,0.000228499
1132.82,0.841443376,0.000342738
1142.65,0.843157173,0.000174284
1147.65,0.844870862,0.000342738
1162.65,0.848298348,0.000228499
1177.48,0.851725834,0.000231066
1182.48,0.853439523,0.000342738
1192.48,0.85515332,0.00017138
1197.48,0.856867009,0.000342738
1212.48,0.860294496,0.000228499
1217.32,0.862008185,0.000354556
