T (K),a,da/dT
298.32,0,0
303.15,0,0
308.15,0,0
312.98,0,0
317.98,0,0
322.82,0,0
327.82,0,0
332.65,0,0
337.65,0,0
342.48,0,0
347.32,0,0
352.32,0,0
357.15,0,0
362.15,0,0
366.98,0,0
371.98,0,0
376.82,0,0
381.82,0,0
386.65,0,0
391.65,0,0
396.48,0,0
401.48,0,0
406.32,0,0
411.32,0,0
416.15,0,0
421.15,0,0
425.98,0,0
430.98,0,0
435.82,0,0
440.82,0,3.86E-05
450.48,0.001715236,7.68E-05
455.48,0.001715236,9.62E-05
465.32,0.003430579,7.79E-05
470.15,0.003430579,9.83E-05
479.98,0.005145921,0.000197428
484.98,0.006861264,0.000305506
489.82,0.008576607,0.000437149
494.82,0.012007186,0.000482892
499.65,0.013722529,0.000560386
504.65,0.017153214,0.000569715
514.48,0.022299136,0.000624483
519.32,0.025729822,0.000705637
524.32,0.027445057,0.000857494
529.15,0.032591086,0.000974749
534.15,0.037737007,0.001064829
538.98,0.042882929,0.0011338
543.82,0.0497443,0.001131274
548.82,0.054890222,0.001121864
553.65,0.060036143,0.001045137
558.65,0.065182172,0.001107584
563.48,0.072043436,0.001091878
568.48,0.077189358,0.001038565
573.32,0.080620043,0.000932788
578.32,0.085765965,0.000960185
583.15,0.090911994,0.000978378
588.15,0.094342572,0.000982891
592.98,0.099488601,0.000976267
597.98,0.104634522,0.000954314
602.82,0.108065208,0.000906098
607.82,0.113211129,0.000833009
612.65,0.116641708,0.000788088
617.65,0.120072394,0.000771187
622.48,0.125218315,0.000766722
627.48,0.128649001,0.000769917
632.32,0.132079687,0.000696495
637.32,0.135510265,0.000700358
642.15,0.138940951,0.000704015
646.98,0.14237153,0.001889563
651.98,0.145802215,0.002677222
656.82,0.16295543,0.003522564
661.82,0.193831173,0.004133766
666.65,0.226422259,0.004681354
671.65,0.248721395,0.005186284
676.48,0.289889088,0.006543092
681.48,0.322480174,0.006489147
686.32,0.353356024,0.006466592
691.32,0.38594711,0.006439765
696.15,0.416822853,0.006418893
701.15,0.449413939,0.00568489
705.98,0.480289682,0.00517186
710.98,0.502588925,0.004746975
715.82,0.519742033,0.004381166
720.82,0.53861059,0.003996904
725.65,0.557479147,0.00387036
730.65,0.571201676,0.003818886
735.48,0.593500919,0.003761908
740.48,0.612369369,0.003713126
745.32,0.629522584,0.003348894
750.15,0.648391141,0.002751917
755.15,0.665544355,0.002194222
759.98,0.67240562,0.001407993
764.98,0.677551541,0.001071622
769.82,0.680982227,0.00091543
774.82,0.686128148,0.000852708
779.65,0.689558834,0.000889478
784.65,0.694704755,0.000828526
789.48,0.698135441,0.000787784
794.48,0.70156602,0.000768091
799.32,0.706712048,0.000759478
804.32,0.710142627,0.000692128
809.15,0.71185797,0.00059146
814.15,0.715288656,0.00061285
818.98,0.718719234,0.000623449
823.98,0.720434577,0.0006207
828.82,0.723865263,0.0006203
833.82,0.727295841,0.000699018
838.65,0.730726527,0.000596267
843.65,0.73244187,0.000450372
848.48,0.734157106,0.000438701
853.32,0.737587792,0.000468203
858.32,0.739303134,0.000525806
863.15,0.742733713,0.00045729
868.15,0.744449056,0.000457625
877.98,0.749595085,0.000428707
882.82,0.75131032,0.000447818
892.65,0.756456349,0.000421269
897.65,0.758171692,0.000393879
902.48,0.759886927,0.000385961
917.32,0.766748192,0.000450489
922.15,0.768463535,0.000394605
927.15,0.770178877,0.0003612
931.98,0.77189422,0.000334524
956.48,0.782186171,0.000451057
961.48,0.783901406,0.000343181
966.32,0.785616749,0.000226058
971.32,0.785616749,0.000198707
976.15,0.789047435,0.000219369
981.15,0.790762778,0.000272701
985.98,0.792478013,0.0003478
990.98,0.794193356,0.000349836
995.82,0.795908699,0.000348126
1000.82,0.797624042,0.000349846
1005.65,0.799339385,0.000347808
1010.65,0.801054621,0.000346016
1040.15,0.809631228,0.000318162
1044.98,0.811346571,0.000325918
1049.98,0.813061914,0.000323298
1064.65,0.816492492,0.00030003
1069.48,0.818207835,0.000310819
1074.48,0.819923178,0.000316453
1089.15,0.823353864,0.000286366
1094.15,0.825069099,0.000269596
1103.98,0.826784442,0.000272893
1108.82,0.828499785,0.000254631
1118.65,0.830215128,0.000269581
1123.65,0.831930471,0.000250371
1133.48,0.833645707,0.00027228
1138.32,0.835361049,0.000254556
1148.15,0.837076392,0.000268679
1153.15,0.838791735,0.000250012
1162.82,0.840507078,0.000276274
1167.82,0.842222314,0.000269712
1182.48,0.845653,0.000249913
1197.32,0.849083578,0.000232783
1211.98,0.852514264,0.000232334
1226.82,0.85594495,0.000231949
